customer_unique_id,frequency,repeater,fo_order_id,fo_customer_id,fo_order_status,fo_order_purchase_timestamp,fo_order_approved_at,fo_order_delivered_carrier_date,fo_order_delivered_customer_date,fo_order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state,recency,monetary,rfm_score,fo_payment_value,fo_is_daytime,fo_is_weekday,fo_delivery_delay_days,fo_review_score_mean,fo_voucher_payment_value,fo_voucher_used,fo_product_category_name,customer_in_sao_paulo
6197167907273be5ee2c7ab59d4ec8e1,2,1,ebe8e5e35f85b19e3b8132a054bbf523,8a6141945cdd81b6483d6b40121d5366,delivered,2018-01-27 18:47:46,2018-01-27 18:56:26,2018-01-30 16:47:50,2018-02-05 23:46:29,2018-03-01,85170,pinhao,PR,262,392.53999999999996,2,123.89,1,0,-24.0,5.0,0.0,1,bed_bath_table,0
7aae9564db1f3d4197e8a795a6eaec81,1,0,94f8ab9447f8eb39ed2c902712caf1bb,cae59be8fe9ba743966352a06bfb1440,delivered,2018-01-24 11:49:08,2018-01-24 11:59:47,2018-01-25 15:47:58,2018-02-02 21:52:17,2018-02-21,36048,juiz de fora,MG,266,228.62,0,228.62,1,1,-19.0,5.0,0.0,1,watches_gifts,0
1389bb86697a3e75ca0e12aebc352480,1,0,20406ee2d530e69d8cbbb87409cc609f,69e2b2d99d8483a0f04bfea21b2f78ac,delivered,2018-05-30 11:23:09,2018-05-30 11:37:50,2018-06-15 13:35:00,2018-06-23 17:28:21,2018-07-19,34006,nova lima,MG,140,146.54,0,146.54,1,1,-26.0,1.0,0.0,1,bed_bath_table,0
2b540c3f6651e8e523e4a9b7904497b7,1,0,88c8805f126160713535daf5badbd485,19eef015d1a30b6ef039a81c30ca3ef0,delivered,2018-01-28 11:43:37,2018-01-28 12:00:29,2018-01-30 18:33:07,2018-02-06 15:17:33,2018-02-20,3205,sao paulo,SP,262,375.26,2,375.26,1,0,-14.0,5.0,0.0,1,health_beauty,1
6166205d7b95ab0f934bf03b34d8af9a,1,0,59690ecbdac87cae29f8959cc4233c47,6bccf45b4f9cbb8829d388a337757a61,delivered,2018-07-16 15:00:42,2018-07-16 15:15:18,2018-07-17 15:11:00,2018-07-24 16:36:50,2018-08-07,46800,ruy barbosa,BA,93,63.02,0,63.02,1,1,-14.0,3.0,0.0,1,construction_tools_safety,0
c36740798c2d886ebab52b948e2b4f4b,1,0,99bc429ddaa03f67e02a463a20c2379f,a3cbf4257c79c31a551ab11948b2a774,delivered,2017-06-27 15:39:38,2017-06-28 15:35:21,2017-06-29 14:33:52,2017-07-05 14:14:33,2017-07-17,15350,auriflama,SP,477,1224.1,2,1224.1,1,1,-12.0,5.0,1224.1,1,computers_accessories,1
9f27b869cc9ac01ea80fb08b855a41bf,1,0,a186909d03f021f25c25484fbd31a42d,5f9118e0b6df7785e1e6c8ab151c5548,delivered,2018-03-19 23:28:31,2018-03-19 23:47:48,2018-03-20 21:41:32,2018-04-09 17:27:51,2018-04-12,89600,joacaba,SC,211,98.09,0,98.09,1,1,-3.0,4.0,0.0,1,sports_leisure,0
0e37a80826485260170d428b06df0ab6,2,1,7459e9507588bf704829087454fd707b,5bcf79ff100effd92013b55e05f04869,delivered,2017-09-12 09:22:25,2017-09-12 09:35:17,2017-09-14 18:33:29,2017-09-25 22:31:59,2017-10-04,60348,fortaleza,CE,400,344.09,1,218.95,1,1,-9.0,5.0,0.0,1,furniture_decor,0
191ecb8e7c6ebe1d8c812e2523c8c89a,1,0,60787bfeaae0862411713fa2071d87db,3a6968ced25621f86fc2ad61f2eb90e8,delivered,2018-03-28 09:09:21,2018-03-28 09:27:46,2018-03-29 20:33:49,2018-04-10 14:06:25,2018-04-17,25750,petropolis,RJ,203,174.96,0,174.96,1,1,-7.0,4.0,0.0,1,furniture_decor,0
5a195ca956840994196d99cdf5575734,1,0,2d7eb01778411aad90ac1f9b50187b07,58744880b7ff3ca8c7f5fdb3c6eee4a1,delivered,2018-03-25 17:23:39,2018-03-25 17:35:24,2018-03-26 20:42:18,2018-04-17 18:07:55,2018-04-20,99200,guapore,RS,206,177.44,0,177.44,1,0,-3.0,4.0,0.0,1,,0
4be8154b42b4593fae17f1b2cb375615,2,1,f50b6f864012d10caa8170ff1994cc54,2d231c527c22c03b8f87c6f2b220e3d2,shipped,2017-12-12 19:01:07,2017-12-12 19:10:02,2017-12-15 23:28:48,,2018-01-09,72737,brasilia,DF,259,56.0,0,28.0,1,1,,1.0,24.9,1,bed_bath_table,0
7b2a0239c76e49ca71f34549b09063b0,1,0,0b93ee12012954d6b2a2c9a69ce4fd24,229765fae12044b31cc0dd891f42d19d,delivered,2018-01-15 10:45:12,2018-01-15 10:57:22,2018-01-15 21:09:43,2018-01-25 16:41:55,2018-02-14,22793,rio de janeiro,RJ,275,85.24,0,85.24,1,1,-20.0,4.0,0.0,1,toys,0
1130014f63f49481687b3d171607fd31,1,0,323dc5a41f87be5d3e726a2cd303e6ea,6eee01836a3f4190a21301d38f9424f1,delivered,2018-08-07 12:10:21,2018-08-07 12:24:48,2018-08-08 13:34:00,2018-08-15 19:16:41,2018-08-14,13054,campinas,SP,71,40.97,0,40.97,1,1,1.0,5.0,0.0,1,housewares,1
dc8148886a16779c8e9882d053b10049,1,0,3b7999074565a5320366ad70c5aec08b,1d65236b903e944ca24271c42aa4a221,delivered,2018-04-05 11:22:30,2018-04-05 11:35:24,2018-04-06 22:48:59,2018-04-09 22:24:45,2018-04-19,13601,araras,SP,195,57.29,0,57.29,1,1,-10.0,5.0,0.0,1,fashion_bags_accessories,1
a400be57db9311af2efcad0f57bf0d2b,1,0,c85effde0ed0992c84e040a55a793259,3afa07715c980bf768a77337d193f7c3,delivered,2018-06-03 11:22:06,2018-06-05 04:52:00,2018-06-05 14:59:00,2018-06-07 22:58:56,2018-06-28,30180,belo horizonte,MG,136,159.75,0,159.75,1,0,-21.0,5.0,0.0,1,housewares,0
8873e020204a184792645ba9946fab59,1,0,f16df3ab38440d905b5b78fe89972f69,f1df48ddc91e0a1605bfa9d1a96b9d27,delivered,2018-04-06 22:42:39,2018-04-09 08:35:10,2018-04-09 21:46:28,2018-04-13 16:16:37,2018-04-27,16880,valparaiso,SP,193,42.77,0,42.77,1,1,-14.0,1.0,0.0,1,telephony,1
27c2a1062dae3c0a6123e3ce934374a3,1,0,fba2e820b816302cc910d1ea2980a21f,d090dff5ad4d844ba73aef3ba808c5f4,delivered,2017-10-25 18:31:28,2017-10-25 18:49:47,2017-10-26 14:40:09,2017-10-31 19:34:01,2017-11-21,31270,belo horizonte,MG,356,132.72,1,132.72,1,1,-21.0,4.0,0.0,1,cool_stuff,0
851e841ec4c3142bdfa4e0216749ec90,1,0,c8453f6044a72ced1761251c5edec66e,3e78c59d78945cd8dfa1470b382b1d53,delivered,2018-03-15 01:09:39,2018-03-15 01:29:35,2018-03-15 19:34:40,2018-04-11 18:03:12,2018-04-09,88165,biguacu,SC,216,43.22,0,43.22,0,1,2.0,5.0,0.0,1,housewares,0
f549c2fde039497e3f561ce39ffb41c0,1,0,4e77f81a29bcffe4eaf68247167bf623,4df514524572b4fd9472128050c9aa7a,delivered,2018-07-07 23:41:08,2018-07-07 23:55:12,2018-07-10 09:32:00,2018-07-11 22:58:28,2018-07-23,5736,sao paulo,SP,101,25.39,0,25.39,1,0,-12.0,5.0,0.0,1,sports_leisure,1
c90cfeb9d99b264775054e72dc4a615f,1,0,f8dcf163964a98422b218dd41bd47a7a,5a9e4bc91585c83d0c13d079969094d5,delivered,2018-06-11 01:11:02,2018-06-11 01:38:27,2018-06-11 15:23:00,2018-06-16 11:52:41,2018-07-12,15503,votuporanga,SP,128,309.89,0,309.89,0,1,-26.0,5.0,0.0,1,construction_tools_safety,1
bc09d6ac5210682a4b154ecb0634f018,1,0,27791b643439f653faa711f08d8b801f,44408d60d96d2d8515d5dac025f35f46,delivered,2018-06-15 14:39:03,2018-06-15 15:03:47,2018-06-18 13:45:00,2018-06-21 21:46:24,2018-07-05,3088,sao paulo,SP,124,73.71,0,73.71,1,1,-14.0,2.0,0.0,1,bed_bath_table,1
e16c4e8205a73639a8e539b4f7a62842,1,0,bea8e045e01a9594d652427ef4ae7236,f35e5fd801be940cbac8e390f8dd4425,delivered,2017-08-30 08:58:36,2017-08-31 02:50:45,2017-08-31 19:20:53,2017-09-05 22:57:53,2017-09-19,27255,volta redonda,RJ,413,106.29,1,106.29,0,1,-14.0,5.0,0.0,1,furniture_decor,0
814bfcdae2e4bb928da914fae6d5dfd8,1,0,ae2fb0f5aec36b2a6b058602dc941fb1,eac0fcff455b7b66439f7b389940bc34,delivered,2018-08-02 12:21:24,2018-08-02 13:15:26,2018-08-03 12:07:00,2018-08-08 21:12:33,2018-08-22,20231,rio de janeiro,RJ,76,45.3,0,45.3,1,1,-14.0,1.0,0.0,1,telephony,0
717018d40515ebcca772cad60799b58f,1,0,05ca3bba2e4c3bc5c601b57af96cf3cf,b8cdbd2d79fb877b224b27ff548c297d,delivered,2017-01-27 14:24:28,2017-01-28 03:31:34,2017-01-30 08:34:54,2017-02-22 18:15:45,2017-03-29,95775,tupandi,RS,628,84.99,1,84.99,1,1,-35.0,5.0,0.0,1,toys,0
0d19ff85f8ca735106869df70411f011,1,0,059d893dde97f787f2f608d5a5d13e0b,e813177a243614efe9ee7d4b466011c3,delivered,2018-03-29 11:34:59,2018-03-29 16:46:06,2018-04-02 23:37:31,2018-04-06 18:31:24,2018-04-26,71940,brasilia,DF,202,61.94,0,61.94,1,1,-20.0,5.0,0.0,1,baby,0
37199c7a9917cfe96ac736d221e3f5f1,1,0,b37221105bacc5296a24e7b334498547,2c572703cc177e9d9aeaeda37ee126a4,shipped,2018-02-06 17:41:41,2018-02-07 17:49:48,2018-02-20 13:52:58,,2018-03-13,1318,sao paulo,SP,252,174.04,0,174.04,1,1,,3.0,0.0,1,office_furniture,1
9506b3589dc76cb902c0126e212505c3,1,0,08904f6557108c451821501ca9e6aa4a,f69122629f3b9eefba47cc225aca93ec,delivered,2017-11-25 17:11:40,2017-11-25 17:31:38,2018-01-04 21:13:43,2018-01-24 16:25:42,2017-12-26,38610,unai,MG,326,99.7,1,99.7,1,0,29.0,1.0,0.0,1,bed_bath_table,0
65a3a1c5c86631736e9ad00c3eaec686,1,0,7ab737441b79ec93e9e9b1335f22a30c,bb7874514104785ce5b5abece4670a18,delivered,2018-03-03 21:20:15,2018-03-06 03:51:19,2018-03-08 21:18:24,2018-03-29 00:52:30,2018-04-05,2053,sao paulo,SP,227,25.75,0,25.75,1,0,-7.0,3.0,0.0,1,bed_bath_table,1
049978bae2febc352587dab45fb38d3a,1,0,561e6fec91c4b5771dad3f613b72c699,3fc94ea7aed9a5ab86431c3842c44542,delivered,2018-02-06 17:02:06,2018-02-06 17:15:29,2018-02-07 20:28:34,2018-02-19 23:52:25,2018-03-07,22231,rio de janeiro,RJ,253,91.86,0,91.86,1,1,-16.0,5.0,0.0,1,computers_accessories,0
00df9d2e50424d103ca8796e4dc7c207,1,0,30db3beab6efd31f72732fb15c2862dc,8edc930c2c557e6bd0f78fee64b9a527,delivered,2017-08-22 12:05:19,2017-08-22 12:15:21,2017-08-23 17:03:22,2017-08-31 20:06:48,2017-09-14,35660,para de minas,MG,421,137.99,1,137.99,1,1,-14.0,5.0,0.0,1,baby,0
6c987d6948f7562f6529fc929d9389d0,1,0,1155a271e649284c3e901dbdda76e841,caf7d5509f2b18b8b71fd625341f9169,delivered,2018-01-21 17:40:10,2018-01-22 13:55:24,2018-01-25 17:14:05,2018-01-31 13:38:33,2018-02-14,9751,sao bernardo do campo,SP,268,315.75,0,315.75,1,0,-14.0,5.0,0.0,1,luggage_accessories,1
ad942be1afa65987c90f484b629b46a2,1,0,79b0101fa56acf957666dd3d2fe39a61,63754ad635e4f739b73382c4a2b67d5e,delivered,2018-01-31 00:09:23,2018-01-31 12:31:06,2018-02-14 18:29:07,2018-02-28 20:57:02,2018-02-22,13424,piracicaba,SP,259,157.56,0,157.56,0,1,6.0,1.0,0.0,1,bed_bath_table,1
900f8cfb56258eb3172571170c4adf3b,1,0,f338343b96ced9d8ba7f84a53fd69a40,265b87c2715d7f3be7b5585693dab64f,delivered,2018-06-29 11:04:42,2018-06-29 11:15:09,2018-06-29 15:26:00,2018-07-06 11:18:40,2018-07-19,3563,sao paulo,SP,110,145.69,0,145.69,1,1,-13.0,5.0,0.0,1,stationery,1
6b88742087572d31173533e18389ddc7,1,0,b689fb0fc367d4d7525027003d04561e,30f2d3deb835a14a4b3b23a4c3b7bea0,delivered,2017-10-15 20:26:51,2017-10-15 20:49:08,2017-10-17 13:25:51,2017-10-26 20:22:28,2017-11-07,27916,macae,RJ,366,190.37,1,190.37,1,0,-12.0,5.0,0.0,1,computers_accessories,0
fdc4ce0f1854f89a62dc83a38c6a08db,1,0,96e60a8b7fe4d9cd4f5ef7f3399a502b,78d97021c6f17f11e1c84245d5def5ec,delivered,2017-01-27 17:16:40,2017-01-27 17:30:41,2017-01-30 12:42:03,2017-02-10 10:15:05,2017-03-09,78700,rondonopolis,MT,628,317.0,1,317.0,1,1,-27.0,1.0,0.0,1,sports_leisure,0
4e0e024ecf013f1487910ad3a94c049c,1,0,901a41cac3b7aeb09b79bba006754192,5b8c12a0c8d2c8367265925a67d3fb87,delivered,2018-05-15 21:45:43,2018-05-17 03:16:08,2018-05-18 13:44:00,2018-05-23 18:32:40,2018-06-11,13054,campinas,SP,154,65.22,0,65.22,1,1,-19.0,5.0,0.0,1,toys,1
c71562fabe47f2379ea29f1f0dc275fa,1,0,a69cfdf2a1c59f8ff05718f69d021e81,a4a6227ac25717d6495f0ac16be85017,delivered,2018-07-19 11:29:25,2018-07-19 11:42:55,2018-07-20 13:41:00,2018-07-26 17:58:43,2018-08-06,25963,teresopolis,RJ,90,76.51,0,76.51,1,1,-11.0,4.0,0.0,1,stationery,0
9f62f7e0d0cbeab75bfbd518bf2d6566,1,0,8c46c4b2bbf318ff31368bc87309662e,80326990ee607892a2a6c4c8baca53fd,delivered,2017-02-05 22:32:10,2017-02-05 22:42:00,2017-02-06 14:04:55,2017-02-16 14:22:49,2017-03-15,68516,carajas,PA,618,206.61,1,206.61,1,0,-27.0,5.0,0.0,1,sports_leisure,0
557178c8b75b68502d9b59e09d09db8b,1,0,6fefe7f276220450fc08b7c974e21fb7,c9062728d2f9e245f3945d071434755d,delivered,2018-07-08 18:27:36,2018-07-08 18:45:18,2018-07-10 15:23:00,2018-07-11 18:32:48,2018-07-19,18071,sorocaba,SP,100,31.33,0,31.33,1,0,-8.0,5.0,0.0,1,sports_leisure,1
ca5f33821d9088ca45c6fdfe2fd97634,1,0,a30969bf642ba9df43445df05685de71,8a4939e95441a4310e05d7fa6cf8814c,delivered,2018-02-04 23:40:54,2018-02-04 23:50:23,2018-02-05 18:14:55,2018-03-01 23:28:46,2018-03-06,40320,salvador,BA,254,55.78,0,55.78,1,0,-5.0,5.0,0.0,1,musical_instruments,0
9cf9f4956c8ac9f847c17e4083d7ff11,1,0,bb3cb6cfa76f900629c74757839ffb96,e3aa1c67a121b160fd71fa74ff43591a,delivered,2017-08-30 08:45:27,2017-08-31 02:50:38,2017-09-04 18:47:54,2017-09-26 20:51:36,2017-09-28,99900,getulio vargas,RS,413,154.69,1,154.69,0,1,-2.0,4.0,0.0,1,auto,0
1b359b38c83520c3d4a8518ae0a7e304,1,0,0c734449f0a8246894a537f0d4355dc8,6e36e65ac8a2d6648fe31c13aa4e7b42,delivered,2018-06-14 02:20:11,2018-06-14 02:57:34,2018-06-15 16:38:00,2018-06-29 15:18:49,2018-07-27,22260,rio de janeiro,RJ,125,151.39,0,151.39,0,1,-28.0,5.0,0.0,1,housewares,0
eaf1da1fd267487c4dfb7b564011cf8d,1,0,2ded5f79b289dfd258820d32253415c0,cdc65c1e2b591b18e25b2ad1a08cc50b,delivered,2018-03-24 18:40:55,2018-03-24 18:50:25,2018-03-26 19:52:10,2018-04-03 00:37:57,2018-04-17,39810,carai,MG,206,36.22,0,36.22,1,0,-14.0,5.0,0.0,1,auto,0
06c5db39fbbb2349c91208f215c0fc5b,1,0,e219ad747ae4defe726ae79c84ed3819,13de063b98a2469df1e3e21b5dea0a7a,delivered,2017-06-18 23:47:30,2017-06-19 00:43:14,2017-06-19 20:02:46,2017-06-23 11:37:34,2017-07-11,22251,rio de janeiro,RJ,485,268.99,1,268.99,1,0,-18.0,3.0,0.0,1,baby,0
66f81d1a26906704fe31bde8bffd4fa6,1,0,46c5390f7670fb920f4ae9475c41cc5b,dcdbef6bf82b96189946e4eeea97cf24,delivered,2017-11-21 09:24:21,2017-11-23 02:47:32,2017-11-23 15:09:10,2017-11-28 20:57:50,2017-12-08,80060,curitiba,PR,330,32.9,1,32.9,1,1,-10.0,5.0,0.0,1,housewares,0
1a871dc1de3ae88bf92c8d94ca34fa9f,1,0,01b1a7fdae9ad1837d6ab861705a1fa5,a2da04a295c890e30103aeb5356163f0,delivered,2017-05-29 15:48:13,2017-05-29 16:02:58,2017-06-01 11:45:09,2017-06-07 14:07:04,2017-06-21,13276,valinhos,SP,506,135.84,1,135.84,1,1,-14.0,3.0,0.0,1,bed_bath_table,1
d3e1706bd9290ddbfd20fc30fa7224b0,1,0,fe7edde8e7e558480c547a75af47bde8,63780f9d765244d69b1059b12aec2317,delivered,2017-08-18 23:09:46,2017-08-18 23:24:33,2017-08-22 19:42:14,2017-09-12 17:27:52,2017-09-27,75908,rio verde,GO,424,545.13,2,545.13,1,1,-15.0,5.0,0.0,1,garden_tools,0
ce8b091e2f26f9eb05f0d27ddcf27c3e,1,0,6a1b1daa125c4b8bc963eed285ae2a95,3364d6e5ab62686255cf5c182bfb8272,delivered,2018-07-08 15:46:48,2018-07-08 15:55:20,2018-07-09 19:38:00,2018-07-14 00:38:43,2018-08-01,38406,uberlandia,MG,101,107.79,0,107.79,1,0,-18.0,5.0,0.0,1,housewares,0
6eb439048c9a53260a2ce9502b1b102d,1,0,7c7ab71f5380ea20b113060dcd92e801,ed40897c76952ec312c2d26736d33b11,delivered,2018-02-21 10:59:41,2018-02-21 12:27:40,2018-02-22 00:04:31,2018-03-01 18:49:06,2018-03-16,27532,resende,RJ,238,159.21,0,159.21,1,1,-15.0,4.0,0.0,1,toys,0
14aa0f879bc9e1d191221462a5fce802,1,0,1d46e93ded8b3ff059abe41e14754362,ddc49820b80baa11c1fd013d27e171fd,delivered,2017-08-23 13:58:50,2017-08-25 03:05:30,2017-08-28 17:58:15,2017-09-04 21:15:12,2017-09-19,95110,caxias do sul,RS,420,152.16,1,152.16,1,1,-15.0,5.0,0.0,1,sports_leisure,0
3bf2f02eec406ca9da615d985e44db14,1,0,5a6688af028a842e8a5eefbf4d752334,a5b8f485e9c4e712ef9bb211cb8dd126,delivered,2018-06-18 20:16:30,2018-06-20 02:37:51,2018-06-20 14:42:00,2018-06-28 16:48:40,2018-07-13,87704,paranavai,PR,120,40.24,0,40.24,1,1,-15.0,5.0,0.0,1,telephony,0
ce0b392d1f86983f80e16941a500bbcc,1,0,60e26f1626a2bb07be0ab756309e5d76,273cb8ba22531ac5df93abfca72b9e91,delivered,2018-03-20 23:00:24,2018-03-20 23:10:29,2018-03-22 21:24:54,2018-04-13 18:05:06,2018-04-17,96400,bage,RS,210,75.25,0,75.25,1,1,-4.0,5.0,0.0,1,garden_tools,0
b31c70aa250201536cfb62f5746ae827,1,0,c202ed8340693a8fb2e8bb2a43a1647e,3adc6aa0846718c2bcf20950d1463a17,delivered,2018-08-16 19:14:58,2018-08-17 19:11:10,2018-08-20 07:25:00,2018-08-23 23:38:27,2018-08-29,18610,botucatu,SP,61,68.96,0,68.96,1,1,-6.0,5.0,0.0,1,bed_bath_table,1
356da39c873d00bbc6a01feaaaea5726,1,0,3b7ddbdc4ef4c59cee4047a5fc2e49fe,fc1d5dec9fbaf2411afe15b60eaefd61,delivered,2017-11-07 19:30:41,2017-11-07 19:50:53,2017-11-10 21:14:53,2017-11-21 20:44:54,2017-12-04,4209,sao paulo,SP,343,171.44,1,171.44,1,1,-13.0,4.0,0.0,1,bed_bath_table,1
139fb3595e26482b7aa26fd3b0dc0a97,1,0,58ecdd5dee96d19e30c67a29cae63e4d,d0eca4dcf131a1a0f4665c2a47b4ca02,delivered,2017-08-08 10:23:10,2017-08-10 03:16:09,2017-08-11 16:01:21,2017-08-24 20:19:49,2017-08-30,37175,ilicinea,MG,435,105.28,1,105.28,1,1,-6.0,4.0,0.0,1,bed_bath_table,0
