customer_unique_id,frequency,repeater,fo_order_id,fo_customer_id,fo_order_status,fo_order_purchase_timestamp,fo_order_approved_at,fo_order_delivered_carrier_date,fo_order_delivered_customer_date,fo_order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state,recency,monetary,rfm_score,fo_payment_value,fo_is_daytime,fo_is_weekday,fo_delivery_delay_days,fo_review_score_mean,fo_voucher_payment_value,fo_voucher_used,fo_product_category_name,customer_in_sao_paulo,cluster
01561f92006fd3ba8a8a4246b7f38101,1,0,ec4d827c7096de48c5a84a438bcd8922,71c2fbcb3ce7ca6eab6cd1ef3fc8a852,delivered,2017-10-11 10:50:36,2017-10-12 10:56:12,2017-10-13 20:36:53,2017-10-17 21:04:10,2017-10-30,2721,sao paulo,SP,371,146.68,1,146.68,1,1,-13.0,1.0,146.68,1,garden_tools,1,2.0
01c6812053d3159e3f8f0a3d92af3cc5,1,0,e3f8abc096c0c9e9ed6ad825641971ec,62f0085d64cec3690ecb29ab182952d4,delivered,2017-11-09 18:53:35,2017-11-09 19:07:20,2017-11-10 21:21:26,2017-11-14 20:33:02,2017-12-01,7192,guarulhos,SP,341,124.4,1,124.4,1,1,-17.0,5.0,124.4,1,baby,1,2.0
01c92cf65b66be2fb861a163d4830f5a,1,0,4523eafb93144f31a954666165a59423,7a9f335e44390d13140297c96578a80e,delivered,2018-02-20 15:29:03,2018-02-21 12:04:34,2018-02-22 18:45:20,2018-03-05 20:13:00,2018-03-13,5782,sao paulo,SP,239,126.44,0,126.44,1,1,-8.0,4.0,124.83,1,toys,1,2.0
01f382f4c95df31e05e27f1151a015a0,1,0,adc12f10b0d49b969eeff04bfef21427,b13f6814a87e9fcc95db3980cbb7af42,delivered,2017-09-22 03:30:41,2017-09-22 03:44:23,2017-09-22 17:54:39,2017-10-13 17:13:22,2017-10-25,54080,jaboatao dos guararapes,PE,390,135.86,1,135.86,0,1,-12.0,3.0,100.0,1,computers_accessories,0,2.0
022b5f96c507ad0530bb7c5a29d00a7d,1,0,81323de20fc0eae4b399b3ac667b87d4,6ff08b63fb563391aa26bb935501c19b,delivered,2018-01-30 14:42:31,2018-01-30 15:10:55,2018-02-02 02:32:18,2018-02-19 20:35:20,2018-03-01,21011,rio de janeiro,RJ,260,86.93,0,86.93,1,1,-10.0,5.0,86.93,1,auto,0,2.0
027b0a2a0630aa7439875c30b987bf99,1,0,ea47d67848331b928432c6a94c2f543a,4dc69f5a7144b4414b97fbe35696af97,delivered,2018-01-20 02:48:11,2018-01-22 15:12:52,2018-01-24 23:03:44,2018-02-21 21:22:17,2018-03-14,68900,macapa,AP,270,71.14,0,71.14,0,0,-21.0,5.0,71.14,1,telephony,0,2.0
029939dc94df37cac6ac39bb3e55562f,1,0,58c6e33bc7b4ebacdc2171cd9e2c6f96,65dad95ef3f74abd39d82a32b3cd405c,delivered,2017-11-04 14:10:26,2017-11-04 14:25:36,2017-11-06 22:05:17,2017-11-21 11:12:56,2017-11-27,24742,sao goncalo,RJ,347,167.51,1,167.51,1,0,-6.0,3.0,167.51,1,cool_stuff,0,2.0
02c2da81e0468b7b62d6bacca02679e6,1,0,319bf7746b784040445afd6ec16285fb,695b5f7224d99b1f7cae41cea85f750d,delivered,2017-08-18 11:21:29,2017-08-19 12:04:25,2017-08-21 22:14:58,2017-08-28 20:48:01,2017-09-12,89202,joinville,SC,425,75.07,1,75.07,1,1,-15.0,5.0,75.07,1,fashion_sport,0,2.0
02ce431b0797023384d47edad5dd7284,1,0,a13dad9bac2076b14880117ef9c12002,3695710584daf1fc82ae88317e1649e8,delivered,2018-01-27 19:42:48,2018-01-27 19:58:25,2018-01-29 22:03:16,2018-02-06 23:58:42,2018-02-20,4438,sao paulo,SP,262,131.01999999999998,0,131.01999999999998,1,0,-14.0,5.0,115.85,1,stationery,1,2.0
031cbbcf2be8c834d2d5d25d3ee49926,1,0,cf650037c918409bca8e5e67ee7dcfbe,67ddd0891499d2826566d7efc66b02d1,delivered,2018-06-20 20:27:50,2018-06-21 08:18:44,2018-06-21 10:37:00,2018-07-03 16:18:41,2018-07-17,40050,salvador,BA,118,86.41,0,86.41,1,1,-14.0,1.0,86.41,1,watches_gifts,0,2.0
0329053bfa2eba19991dd18df9228cc2,1,0,b90e0b3baf0ccf666aa0e0631dfdb174,af9d4812a2d9a04aa1be0c136e42db9f,delivered,2017-12-01 12:02:45,2017-12-01 12:31:30,2017-12-08 18:19:06,2017-12-15 18:54:38,2017-12-26,12229,sao jose dos campos,SP,320,65.68,1,65.68,1,1,-11.0,4.0,65.68,1,toys,1,2.0
03701675fee7ac7829e93d60626f2b63,1,0,a0b07a92ce295982730306c83af1da2a,b5e633e94cee7ad1b81f39f88a4ee6e1,delivered,2018-05-28 14:45:03,2018-05-28 15:15:41,2018-05-29 13:51:00,2018-06-11 16:37:47,2018-07-12,44790,campo formoso,BA,142,173.77,0,173.77,1,1,-31.0,1.0,173.77,1,health_beauty,0,2.0
041b7e4ea440a4636a6c77ca8397128c,1,0,7f9e8cb77e9702ff5d15ca7dbca58cc4,f66493b3020e1a19ee2b9cea6765c871,delivered,2017-11-07 20:10:36,2017-11-07 20:26:17,2017-11-08 17:11:20,2017-11-13 17:49:18,2017-11-29,26261,nova iguacu,RJ,343,97.71,1,97.71,1,1,-16.0,5.0,97.11,1,housewares,0,2.0
0424daa71596f2bc340f965a82393205,1,0,e1cefbb06b22dd8349b9f4797a338b58,71fc1f0e4c7d6e6d567898f0e825ef29,delivered,2017-12-20 11:45:55,2017-12-21 11:50:23,2017-12-23 00:24:08,2017-12-28 18:10:52,2018-01-15,9220,santo andre,SP,301,86.74,0,86.74,1,1,-18.0,5.0,86.74,1,pet_shop,1,2.0
043e390fa0564f9b0b09d8220010413c,1,0,d7af03d172cfda274c7a7083bbaca11a,f7e7801b2e6ddc11047c166b4f440769,delivered,2018-03-21 12:40:53,2018-03-21 13:27:59,2018-03-22 19:36:49,2018-04-09 11:56:45,2018-04-17,59631,mossoro,RN,210,174.35,0,174.35,1,1,-8.0,5.0,174.35,1,,0,2.0
0482f8eb57c7df640fa8a9a6a883c488,1,0,4d315c56f2d8d8d27bf1a1365d41c923,1a064684f3096efdbfb11a78ea4f97c9,delivered,2018-06-28 10:28:34,2018-06-28 10:50:22,2018-07-12 06:46:00,2018-07-23 17:54:34,2018-08-03,29122,vila velha,ES,111,147.81,0,147.81,1,1,-11.0,4.0,100.0,1,office_furniture,0,2.0
04eb4e845e65d2c3ae9f85f2a0be5518,1,0,8024bee268e76b6cff9da86da00f1490,6c06d044bd00f13419b2e34b2aaeba94,delivered,2017-03-14 09:22:56,2017-03-14 09:22:56,2017-03-16 10:53:46,2017-03-22 13:34:35,2017-03-31,13142,paulinia,SP,582,154.65,1,154.65,1,1,-9.0,4.0,125.95,1,auto,1,2.0
04edaceb9e1df2e1198a0692124dbe2a,1,0,602a6242ac1fe2355d3e0ae1d53bf538,934b524cd57581aaec591c2533baacad,delivered,2018-04-23 10:12:07,2018-04-24 18:04:44,2018-04-23 20:18:31,2018-04-30 23:51:21,2018-05-14,89201,joinville,SC,177,113.82,0,113.82,1,1,-14.0,5.0,113.82,1,health_beauty,0,2.0
056260ac28220b475caa0c4f02cc6137,1,0,562076d60c251c77097429565cbec0de,57779073c7aca208b56979cc2280c5ca,delivered,2018-02-26 21:53:05,2018-02-26 22:08:50,2018-03-05 19:14:22,2018-03-17 16:55:41,2018-03-21,5783,sao paulo,SP,232,66.5,0,66.5,1,1,-4.0,5.0,66.5,1,small_appliances,1,2.0
056fc7649dca9b36f1b2171d6176a2da,1,0,fe03e808df6c069fbc70b82be411d07e,32aedef591873c0fdf1312880c2f2bd3,delivered,2017-08-21 22:16:13,2017-08-21 22:26:01,2017-08-22 13:12:41,2017-08-25 22:16:25,2017-09-13,81690,curitiba,PR,421,144.05,1,144.05,1,1,-19.0,4.0,69.58,1,fashion_male_clothing,0,2.0
057ef0b5aa3ce2afa4394072a4d11c7e,1,0,e088317b8ae2544100b69e8e3dd0d3c5,83fecb7abdc00fe32d516ec12625ff01,delivered,2018-02-03 19:47:04,2018-02-04 00:09:38,2018-02-05 17:14:17,2018-02-20 20:09:19,2018-03-12,79500,paranaiba,MS,255,156.19,0,156.19,1,0,-20.0,4.0,156.19,1,sports_leisure,0,2.0
060a6620369ce19e52208b3f8ab6e27e,1,0,b391fd34f5d52bfc8de47b44d609e490,af42aa6cd70a1a5faa9b3549ae6aeaeb,delivered,2017-08-08 23:30:40,2017-08-08 23:45:10,2017-08-10 13:51:56,2017-08-11 20:53:07,2017-08-22,13020,campinas,SP,434,65.71,1,65.71,1,1,-11.0,5.0,65.71,1,perfumery,1,2.0
06c561c88ff6b8813508f972f71829d2,1,0,e819c0a367da758c5e60ddaee6890dc0,c2a549fd103dfd913790133e8b3ee74b,delivered,2017-02-08 15:49:24,2017-02-08 16:55:19,2017-02-09 11:57:42,2017-02-13 16:54:19,2017-03-07,28735,quissama,RJ,616,362.96,1,362.96,1,1,-22.0,4.0,214.88,1,perfumery,0,2.0
06e8ff0c6a24159a7e5e035a172ba989,1,0,593854837f11564ca02e6406198b42c6,b278d66d9d84790351ae0d243d957448,delivered,2018-06-21 17:39:17,2018-06-21 17:58:42,2018-06-22 13:53:00,2018-06-25 18:44:51,2018-07-13,17065,bauru,SP,117,169.85,0,169.85,1,1,-18.0,5.0,100.0,1,bed_bath_table,1,2.0
072a543c663f0b54b41af8b074162d62,1,0,afc091f97bfa9985b6ab413ad1a9891b,42568702f6b7a0d94ad168a4b1dbe0eb,delivered,2018-08-16 10:46:39,2018-08-16 10:55:56,2018-08-22 14:22:00,2018-08-23 12:33:22,2018-08-27,2460,sao paulo,SP,62,207.21,0,207.21,1,1,-4.0,5.0,161.89999999999998,1,furniture_decor,1,2.0
075c65074dbbe8cc9fc87132c5e452b0,1,0,3349d5fc8a511315de279fcce11049f6,261b803faffa79451a72e2e7967a4a1b,delivered,2018-05-12 16:00:38,2018-05-14 08:15:15,2018-05-16 12:04:00,2018-06-08 02:18:46,2018-06-21,86430,santo antonio da platina,PR,158,200.08,0,200.08,1,0,-13.0,5.0,130.32,1,housewares,0,2.0
07826999f928c777522ebd9ed5879077,1,0,31db4f9c6c262ac89aab6f7e4c9014e7,533a802ab85028e2ac3771bab3920e8c,delivered,2018-04-05 16:09:49,2018-04-06 16:10:42,2018-04-10 17:16:51,2018-05-01 18:27:19,2018-05-14,22780,rio de janeiro,RJ,195,241.89,0,241.89,1,1,-13.0,4.0,241.89,1,garden_tools,0,2.0
07d7f2c2413b3e21919b59237c8e3594,1,0,39a2d2aed921860a6dc914083df60891,eda13191a05b989ec9f6ef52806feeee,delivered,2018-05-07 13:42:16,2018-05-08 13:35:28,2018-05-08 15:46:00,2018-05-23 20:48:49,2018-05-28,41830,salvador,BA,163,93.44,0,93.44,1,1,-5.0,5.0,93.44,1,bed_bath_table,0,2.0
07e5b497e5fbf9b05e586baa73f8a3c7,1,0,a8f1a0a4af9a038ba340364a741a602a,607d0000aa9de05c99eb26ea53c69011,delivered,2017-02-24 17:07:05,2017-02-24 17:22:10,2017-03-02 06:57:29,2017-03-13 14:45:15,2017-03-24,32183,contagem,MG,600,226.86,1,226.86,1,1,-11.0,4.0,181.86,1,furniture_decor,0,2.0
0804b7c052be7ad1e35eb32f8b92c5cf,1,0,69b00a66e2558dd57ba062f782995941,9ab2076d57685d708c6df2b209407b7a,delivered,2018-02-08 16:10:45,2018-02-08 17:06:04,2018-02-09 21:36:15,2018-03-05 16:38:47,2018-03-12,65690,colinas,MA,251,738.57,2,738.57,1,1,-7.0,1.0,100.0,1,consoles_games,0,2.0
08166f338dfe33955d8de821ad099e5a,1,0,16f391bc8fc37407de41720cd92f6266,ac5baec50a0a561a000ed259814803cb,delivered,2017-04-08 11:57:18,2017-04-08 13:05:15,2017-04-25 11:47:32,2017-05-03 12:11:15,2017-05-04,14200,sao simao,SP,557,309.12,1,309.12,1,0,-1.0,5.0,250.0,1,perfumery,1,2.0
0871cdc137d59bfafc74622d707da77b,1,0,3343a4f8db82a46ea07e9655077496b0,4bbe99234f537431b51482a386240d49,delivered,2017-03-23 12:35:30,2017-03-24 13:06:35,2017-03-30 10:44:58,2017-04-11 17:53:22,2017-04-20,39280,buritizeiro,MG,573,189.88,1,189.88,1,1,-9.0,5.0,189.88,1,housewares,0,2.0
08757efd409ffae44fa531f49b144b2c,1,0,befe8fab6c34f5861b73a3645ce38e24,348e683217ee0e2946f846ba75105e62,delivered,2018-04-28 01:48:54,2018-04-28 02:11:14,2018-04-30 15:24:00,2018-05-09 15:09:45,2018-05-23,8450,sao paulo,SP,172,97.19,0,97.19,0,0,-14.0,5.0,73.94,1,home_confort,1,2.0
0891e5d4e534eb8585807582fc12cc3c,1,0,a8f2de0bd364d148696276ada61777f7,5f7a57e2b8a60c5504cf3d41c267b0f1,delivered,2018-05-22 11:59:15,2018-05-23 08:39:21,2018-05-23 19:01:00,2018-05-24 18:58:47,2018-06-05,4158,sao paulo,SP,148,205.06,0,205.06,1,1,-12.0,5.0,150.0,1,health_beauty,1,2.0
08ace7013f8d75a59a41103e95d17a4f,1,0,7060f73d08967fd1df06148b7cfb2ffe,1367d72e754996a2323d425be45674cb,delivered,2017-05-25 07:14:09,2017-05-25 07:25:08,2017-05-29 10:02:28,2017-06-02 07:51:38,2017-06-14,11900,registro,SP,510,81.89,1,81.89,0,1,-12.0,3.0,81.89,1,fashion_bags_accessories,1,2.0
08d2649556662327e2d32e3ecb2ebb94,1,0,20109f40b1a81ce4ec90a30f1e625046,ce5e2dbebc82fdeb89bb35dfaddd56e2,delivered,2017-07-21 09:22:49,2017-07-21 09:35:18,2017-08-08 13:56:51,2017-08-14 14:55:07,2017-08-24,7752,cajamar,SP,453,83.2,1,83.2,1,1,-10.0,4.0,78.01,1,furniture_decor,1,2.0
08f41d7a0e37794d8852fc796141e2e6,1,0,dadcb1104ce71e829a38e9157aef966c,080933fe6f300949c6b48b00732d5e97,delivered,2017-10-28 19:41:01,2017-10-28 19:55:08,2017-11-01 23:37:39,2017-11-14 18:42:08,2017-11-23,39740,guanhaes,MG,353,77.57000000000001,1,77.57000000000001,1,0,-9.0,5.0,75.89,1,garden_tools,0,2.0
091d7f5b87a837d9b5790109b63ff1ac,1,0,2745579b0446d51b9aa8263485dbeb1d,f95a14235deba625620b7032c18df530,delivered,2017-05-16 14:59:10,2017-05-16 15:15:18,2017-05-19 14:49:09,2017-05-26 09:55:51,2017-06-16,86465,guapirama,PR,519,107.78,1,107.78,1,1,-21.0,5.0,100.0,1,furniture_decor,0,2.0
0957aa68c756fee82c61443a461b32ff,1,0,a3b8577da20bded7d651b76f6de4e2be,2cae47942c8ec4b0b35568cda80c913f,delivered,2018-03-31 21:54:03,2018-03-31 22:09:37,2018-04-05 23:26:31,2018-04-13 15:22:27,2018-04-19,71931,brasilia,DF,199,171.12,0,171.12,1,0,-6.0,5.0,157.99,1,stationery,0,2.0
0962210779eb78f82bd46b065a4a9b94,1,0,51d33e03b53c86c11bb49dac397b1a46,ec359a502fd8a54ed98d8d607e130f65,delivered,2018-08-02 19:18:03,2018-08-03 19:30:43,2018-08-07 07:33:00,2018-08-15 00:04:30,2018-08-23,37900,passos,MG,75,224.1,0,224.1,1,1,-8.0,5.0,224.1,1,health_beauty,0,2.0
096b89eac72217a0dae8da7aea54c00b,1,0,086961934db99fd12a25cfeef96ff2cd,8b647f05640c46fd8d4be7f5e617dd61,delivered,2017-05-16 21:59:35,2017-05-16 22:15:12,2017-05-17 11:56:59,2017-05-24 09:52:32,2017-06-07,86062,londrina,PR,518,145.65,1,145.65,1,1,-14.0,5.0,145.65,1,cool_stuff,0,2.0
096e351116755fe4c3c1e48eaf301a41,2,1,71853944ebfe6bd5f5de0302cba14354,57488cc627f8aef89c99cd5d8c3134f1,delivered,2017-05-16 10:49:26,2017-05-16 11:02:34,2017-05-19 12:32:20,2017-05-22 14:53:54,2017-05-29,2422,sao paulo,SP,519,217.49,1,115.46,1,1,-7.0,4.5,115.46,1,bed_bath_table,1,2.0
09ac84553d8652111c6d6d2adcf3bd58,1,0,8e149b3d8483d3f623d3e6e0c9f824b6,c8cf892530797a54796ba8acf1209885,delivered,2017-10-13 19:43:26,2017-10-14 15:27:34,2017-10-16 21:36:23,2017-10-23 18:14:13,2017-11-03,24460,sao goncalo,RJ,368,77.57000000000001,1,77.57000000000001,1,1,-11.0,5.0,66.98,1,garden_tools,0,2.0
0a03613ee8e9a8f96d3970ba2f89423a,1,0,52fec00ad00debf3f8b2c11cc51da506,ace95ea4a743131700cecb1b4d201609,delivered,2017-12-07 10:07:04,2017-12-07 10:16:24,2017-12-07 18:16:53,2017-12-18 22:18:56,2018-01-05,14175,sertaozinho,SP,314,225.71,1,225.71,1,1,-18.0,5.0,225.71,1,garden_tools,1,2.0
0a078c08f87004c7e8011959046146b0,1,0,a61379db8a77b3c23fd2f0f60a5bd564,71aaca101e760b339740798f91ff6283,delivered,2018-02-06 11:24:59,2018-02-07 11:55:55,2018-02-07 23:04:38,2018-02-08 21:28:58,2018-02-22,2269,sao paulo,SP,253,93.01,0,93.01,1,1,-14.0,3.0,84.86,1,housewares,1,2.0
0a0ec88e2cc988ddfd8fc2c1d7d18597,1,0,2b0c5e8ea478e2c617ff8717b4356bac,6698e1f5add40d916c67e21b13139b5f,delivered,2017-12-07 09:52:28,2017-12-07 09:58:23,2017-12-11 19:59:46,2017-12-20 21:33:10,2018-01-02,6030,osasco,SP,314,72.43,1,72.43,1,1,-13.0,5.0,72.43,1,garden_tools,1,2.0
0a2638867971b511e31c4633d8f4b3e4,1,0,dfa89510eb5c9e15b363ec8395e702c1,06267fe0dcca48cbd55db1d8518bdb38,delivered,2018-01-09 02:10:23,2018-01-09 02:19:53,2018-01-10 16:30:15,2018-01-13 01:05:34,2018-02-07,85853,foz do iguacu,PR,281,208.08,0,208.08,0,1,-25.0,4.0,208.08,1,small_appliances,0,2.0
0a2acc24796a8a33d615a44dcd2a5fdb,1,0,b4924647a0523d99010023d68b76c18d,80600605c908c076d9e4073f2cb9430a,delivered,2017-01-28 13:23:50,2017-01-28 14:31:35,2017-01-30 16:20:47,2017-02-07 10:48:29,2017-03-27,96610,encruzilhada do sul,RS,627,149.99,1,149.99,1,0,-48.0,4.0,149.99,1,furniture_decor,0,2.0
0ab61006a7ef15fabfccad3273dac139,1,0,73b6681d5b9ead3f8fbc883a3592a34a,ccdf81f235e707635ebd3e805edbf9a4,delivered,2017-10-15 22:42:20,2017-10-16 22:49:17,2017-10-19 18:13:05,2017-10-24 18:19:33,2017-11-06,29167,serra,ES,366,68.12,1,68.12,1,0,-13.0,5.0,68.12,1,perfumery,0,2.0
0ade8f2feefbe30e6fd9b07b85d7030f,1,0,79c886043a847d8d2e58c43a1ec1ebd2,09adf5d66c6cb9336353b2b2f4186e1c,delivered,2018-07-01 22:52:05,2018-07-02 22:50:18,2018-07-03 14:55:00,2018-07-07 16:56:29,2018-07-24,37550,pouso alegre,MG,107,126.36,0,126.36,1,0,-17.0,2.0,126.36,1,computers_accessories,0,2.0
0af6f99ca609ca8bcea3854fa188db1a,1,0,47d99e35914d6194a685f9903e8ae293,e332edaaf7db8c383454db3af6b373d2,delivered,2018-03-05 15:23:25,2018-03-05 15:35:42,2018-03-09 19:36:53,2018-03-20 18:34:21,2018-04-16,38800,sao gotardo,MG,226,83.93,0,83.93,1,1,-27.0,4.0,74.0,1,stationery,0,2.0
0b168f28a96d34e5b2d17f436b4a05a9,1,0,94d343eb93a8da737ff05484f33ea4b9,0d76663c9eafa17cccdb1af85030e8bd,delivered,2018-06-18 16:57:33,2018-06-19 17:05:10,2018-06-21 12:17:00,2018-06-27 13:03:14,2018-07-20,72980,pirenopolis,GO,121,88.32,0,88.32,1,1,-23.0,3.0,88.32,1,sports_leisure,0,2.0
0b8b7d08b93ef8900e27f89eceb35646,1,0,fb95626ab41e31a7d219e7c626daf211,ef09bb5dc5ec1355226ed3bc312dfe2e,delivered,2017-10-01 22:22:13,2017-10-01 22:35:20,2017-10-02 23:38:00,2017-10-05 14:49:16,2017-10-30,13238,campo limpo paulista,SP,380,136.37,1,136.37,1,0,-25.0,5.0,136.37,1,bed_bath_table,1,2.0
0b8d131c66052d1d54f8e30ad3554811,1,0,6a0c96e8fd6d1c42bbfa1f5d49f3d3cb,b0cf86489356b4de18670fd11e6db7d1,delivered,2017-10-29 14:24:38,2017-10-30 11:11:10,2017-10-30 16:52:52,2017-10-31 16:37:43,2017-11-10,4006,sao paulo,SP,353,203.52,1,203.52,1,0,-10.0,5.0,154.2,1,watches_gifts,1,2.0
0bb800560be35215db11c5405aa294fe,1,0,93422fb579e58ced14dc90678d1ee09a,19b718bde73bdc9cd4eeee8d034d2e1a,delivered,2018-04-18 09:38:35,2018-04-18 09:51:48,2018-04-23 15:08:40,2018-04-24 15:47:50,2018-05-07,13045,campinas,SP,182,105.65,0,105.65,1,1,-13.0,5.0,105.65,1,auto,1,2.0
0bbe329ec19b6c832ee0fff375439ff3,1,0,17b3a4d85ba0793bf46aa81893c3f95b,c27808faa6aa8b89eba6c04408025c68,delivered,2018-01-14 23:59:15,2018-01-15 17:31:37,2018-01-16 20:43:01,2018-01-17 15:56:41,2018-01-30,1413,sao paulo,SP,275,86.72,0,86.72,1,0,-13.0,5.0,86.72,1,sports_leisure,1,2.0
0c2361f803a38f997296b5957edfd57e,1,0,4cd3892b846909cad34c7070fee79f78,61077f55e443e26ba5368cf308ba71b7,delivered,2017-12-26 22:25:19,2017-12-26 22:37:27,2017-12-27 16:06:08,2017-12-29 12:56:24,2018-01-29,4112,sao paulo,SP,294,176.78,0,176.78,1,1,-31.0,5.0,79.9,1,perfumery,1,2.0
0c25f212bf983792b82adf65645918f4,1,0,8f359a870a6206af39d54ab82c99619d,b430789bfe8fd6a8ce1be69cd5cc35de,delivered,2017-01-25 06:31:50,2017-01-25 06:41:58,2017-01-25 10:47:17,2017-02-03 13:58:58,2017-03-02,45208,jequie,BA,630,160.42000000000002,1,160.42000000000002,0,1,-27.0,4.0,100.0,1,fashion_bags_accessories,0,2.0
0c303bd1eccb3d9bcda642c900a8e336,1,0,f45d4aa8bc99c39436fe3636932ea53f,5893ebdeda7eec3e99a4103bc4b2fa7f,delivered,2018-08-16 23:08:45,2018-08-17 08:35:09,2018-08-17 15:37:00,2018-08-22 15:42:59,2018-08-31,36408,conselheiro lafaiete,MG,61,182.46,0,182.46,1,1,-9.0,4.0,174.39,1,garden_tools,0,2.0
0c390b03d9ff475efe45768f11558887,1,0,039f61edec89c6f0edf8dd1a0bdea1fe,8297545d11104871ff4516789a25d3f8,delivered,2017-11-24 16:08:38,2017-11-24 19:59:31,2017-11-28 22:55:45,2017-12-12 21:09:53,2017-12-21,60532,fortaleza,CE,327,316.22,1,316.22,1,1,-9.0,4.0,150.0,1,computers_accessories,0,2.0
0cd33e5cc45d8be1415bf478ead300f5,1,0,ff1f8f328e5a59ac754240b6dd31bcb4,ba53e87622e90e0a905d871c0c8d53af,delivered,2017-08-10 16:07:21,2017-08-10 16:25:17,2017-08-14 20:59:59,2017-08-19 14:17:43,2017-08-30,11440,guaruja,SP,433,258.06,1,258.06,1,1,-11.0,5.0,246.89,1,bed_bath_table,1,2.0
